# Time(ps)    MSD_potential 22(A^2)    MSD_potential 26(A^2)    MSD_pruned_1(A^2)    MSD_pruned_2(A^2)    MSD_pruned_3(A^2)
    365.8000    9550.1240   11366.7383    9025.1230    8875.4092    8999.4316
    365.9000    9549.0996   11384.2949    9022.8877    8883.6016    9018.6074
    366.0000    9556.9668   11382.9746    9026.9824    8906.6895    9026.6855
    366.1000    9557.3701   11359.9268    9033.3975    8915.2100    9015.9980
    366.2000    9562.6592   11368.3477    9039.3154    8910.3701    9006.0742
    366.3000    9562.2295   11377.7617    9027.7920    8898.9004    9015.5371
    366.4000    9569.0186   11395.1172    9023.7139    8908.9004    9029.9199
    366.5000    9570.0371   11422.9727    9017.8877    8915.5811    9033.1631
    366.6000    9574.3467   11428.2148    9006.3809    8911.9229    9035.3682
    366.7000    9564.4512   11431.7178    9004.8037    8918.3828    9033.7871
    366.8000    9565.8867   11440.1963    9004.8008    8945.3008    9031.3047
    366.9000    9571.7607   11443.9492    9010.0332    8959.0557    9032.3066
    367.0000    9577.4209   11451.5371    9003.9707    8969.5273    9030.4541
    367.1000    9587.6172   11454.4980    9002.1836    8979.4150    9028.5605
    367.2000    9595.7666   11465.5381    9003.0176    8978.8242    9027.9854
    367.3000    9609.2305   11461.4307    8991.3379    8978.4521    9038.5449
    367.4000    9612.1289   11471.1182    8981.2666    8979.9756    9035.6025
    367.5000    9602.0664   11464.7012    8974.7715    8981.2520    9034.9199
    367.6000    9595.6699   11465.2666    8969.3867    8968.2881    9038.0693
    367.7000    9592.7432   11466.7002    8984.5635    8968.5791    9038.8730
    367.8000    9594.5117   11464.9678    8985.1006    8965.8623    9037.3701
    367.9000    9615.5332   11469.9648    8986.4082    8951.4863    9034.9854
    368.0000    9629.7637   11464.1826    8996.2695    8949.3018    9034.4834
    368.1000    9624.1963   11458.8252    8993.6318    8942.2031    9045.2383
    368.2000    9632.5293   11463.9639    8985.1055    8951.4834    9046.9258
    368.3000    9633.4453   11468.5312    8971.3662    8950.9980    9051.9893
    368.4000    9644.1445   11475.6924    8968.5859    8957.8887    9057.4688
    368.5000    9636.6533   11473.1650    8980.5771    8960.5225    9066.0693
    368.6000    9628.7129   11477.1729    8983.3574    8969.3398    9059.9385
    368.7000    9626.9141   11473.6387    8985.8135    8965.5010    9063.3398
    368.8000    9635.7354   11460.3975    8975.5430    8964.2197    9069.3584
    368.9000    9644.3018   11430.4443    8968.4209    8965.4492    9069.4229
    369.0000    9643.8516   11421.1748    8966.9834    8970.0303    9073.0713
    369.1000    9660.4424   11418.4336    8964.2754    8968.4414    9076.2666
    369.2000    9671.6982   11405.2949    8972.9854    8967.5420    9086.1260
    369.3000    9681.4561   11413.6934    8965.5361    8965.3662    9098.9980
    369.4000    9683.8799   11438.4395    8954.9238    8973.2363    9109.5088
    369.5000    9688.5625   11448.4053    8962.5205    8966.1406    9127.5176
    369.6000    9696.7988   11446.0625    8961.4639    8958.9355    9146.3916
    369.7000    9696.0977   11440.7041    8967.5068    8947.3164    9157.3643
    369.8000    9696.3057   11443.4023    8973.4150    8949.0938    9166.2812
    369.9000    9697.2441   11446.7295    8970.9199    8959.3037    9165.5645
    370.0000    9711.7852   11452.8887    8970.3037    8958.3320    9176.2373
    370.1000    9706.2002   11459.7178    8968.2666    8955.3057    9177.1885
    370.2000    9709.4326   11459.0371    8962.2949    8974.4238    9174.5635
    370.3000    9713.6484   11459.1621    8971.0088    8981.6943    9173.8496
    370.4000    9716.9541   11462.4004    8968.6445    8978.2744    9165.3008
    370.5000    9718.5791   11465.4766    8964.8018    8988.5957    9161.1514
    370.6000    9721.9795   11474.0947    8977.1816    8997.5586    9172.8291
    370.7000    9725.0400   11468.1064    8973.3662    8996.6689    9211.6855
    370.8000    9716.6787   11465.7676    8979.9883    8993.9023    9218.6641
    370.9000    9713.4551   11454.9062    8987.4443    9007.9346    9234.0195
    371.0000    9722.1289   11448.3350    8993.3750    9026.2930    9253.2852
    371.1000    9723.9395   11440.8242    8994.5928    9025.4199    9271.0693
    371.2000    9730.8789   11436.9316    8994.8086    9010.8701    9293.7354
    371.3000    9724.2832   11450.1270    8969.6338    8994.8311    9307.9463
    371.4000    9714.3662   11468.0049    8955.3506    8988.7959    9316.6631
    371.5000    9730.0977   11486.8105    8944.6016    8984.4922    9328.2188
    371.6000    9732.7256   11505.8867    8934.8193    8983.0752    9337.8926
    371.7000    9726.2568   11513.1768    8927.4229    8991.4824    9361.6260
    371.8000    9730.7266   11517.8369    8929.4238    9003.7109    9368.5293
    371.9000    9718.0879   11527.9424    8927.4238    9013.3643    9371.9980
    372.0000    9719.5459   11548.0830    8918.2246    9013.0137    9354.5107
    372.1000    9730.4541   11561.2314    8909.0996    9000.9521    9335.4102
    372.2000    9745.3682   11575.3203    8905.5928    9013.9648    9327.4785
    372.3000    9752.1289   11564.1416    8899.0537    9024.5615    9326.1133
    372.4000    9762.7100   11567.2520    8897.6523    9020.3994    9321.6338
    372.5000    9765.5996   11560.3760    8889.3799    9028.8105    9333.6885
    372.6000    9785.8477   11550.0811    8890.1650    9032.6426    9342.0547
    372.7000    9796.9355   11537.1299    8901.6055    9033.3428    9345.3066
    372.8000    9800.2822   11538.4014    8900.3135    9029.2529    9342.7695
    372.9000    9803.1436   11533.8076    8910.1191    9040.6064    9347.6982
    373.0000    9809.9873   11544.3867    8916.3809    9043.4639    9341.6953
    373.1000    9808.8008   11550.7812    8932.1260    9066.5020    9332.0020
    373.2000    9819.4609   11561.0195    8941.0684    9077.5488    9320.1992
    373.3000    9830.2959   11561.5254    8957.1455    9073.4414    9333.2861
    373.4000    9839.3057   11569.4365    8961.5381    9066.5557    9330.1875
    373.5000    9860.6016   11577.7314    8979.8994    9069.4307    9341.2100
    373.6000    9884.2256   11592.2197    8981.9131    9077.8633    9350.8564
    373.7000    9896.5742   11595.0391    8981.7500    9084.9990    9341.0107
    373.8000    9909.1709   11593.7178    8979.9268    9083.6240    9332.1689
    373.9000    9932.7725   11592.0811    8987.7861    9083.3359    9337.6338
    374.0000    9960.4746   11590.0537    8990.8955    9070.9297    9341.8838
    374.1000    9979.1455   11573.2109    9002.3145    9080.6826    9342.0430
    374.2000    9992.9238   11579.1787    9007.9678    9078.8271    9341.7979
    374.3000    9992.2803   11589.2627    9000.5498    9090.7188    9333.4893
    374.4000   10004.3057   11601.4072    9011.1621    9088.1240    9327.9072
    374.5000   10009.3760   11602.6289    9018.7246    9095.5186    9329.7041
    374.6000   10026.5371   11616.4541    9012.8818    9088.7275    9337.6201
    374.7000   10043.2393   11632.1602    9001.9785    9077.9990    9351.1113
    374.8000   10043.0352   11637.5449    9014.3525    9081.3447    9358.2441
    374.9000   10057.2764   11646.7188    9019.5918    9085.4414    9364.5645
    375.0000   10054.2695   11646.9648    9021.8301    9072.3613    9374.3008
    375.1000   10069.9756   11644.7041    9022.6865    9069.5586    9381.9541
    375.2000   10089.5762   11652.1309    9040.3896    9083.2773    9393.3350
    375.3000   10080.4287   11654.7979    9054.0068    9080.6143    9395.6230
    375.4000   10078.2188   11670.8516    9073.5459    9085.9150    9404.0947
    375.5000   10075.1123   11686.2139    9075.7803    9081.4990    9409.0811
    375.6000   10084.3145   11701.8945    9087.2520    9077.1611    9405.4062
    375.7000   10084.5674   11704.7295    9095.5195    9067.1289    9403.5859
    375.8000   10071.2275   11715.8936    9101.7822    9070.6826    9402.4922
    375.9000   10060.7627   11726.5830    9100.2744    9063.0918    9411.8818
    376.0000   10056.3633   11720.6494    9116.7139    9061.5889    9421.8926
    376.1000   10041.4238   11714.9326    9119.9023    9053.0723    9430.1982
    376.2000   10028.8887   11715.2988    9128.6768    9050.3428    9425.5830
    376.3000   10040.3105   11720.0811    9130.4766    9055.0635    9415.4385
    376.4000   10054.8545   11721.8398    9130.7822    9057.9756    9417.2207
    376.5000   10066.7334   11728.6963    9133.5693    9080.6631    9427.6211
    376.6000   10066.6211   11754.6387    9127.6611    9078.2578    9423.9912
    376.7000   10052.3945   11758.9951    9117.8008    9074.1025    9420.5918
    376.8000   10057.7764   11760.4629    9115.8975    9064.9287    9409.8604
    376.9000   10050.0420   11780.7100    9115.3359    9061.3457    9410.4326
    377.0000   10045.5537   11778.5225    9098.0137    9058.4688    9404.4893
    377.1000   10047.3008   11776.7490    9096.8877    9064.4248    9407.6973
    377.2000   10045.7246   11777.2168    9099.4580    9062.8916    9405.5820
    377.3000   10046.3613   11783.8066    9106.2178    9062.1953    9404.6484
    377.4000   10054.3789   11791.1621    9109.9209    9063.9287    9408.7510
    377.5000   10063.5713   11786.4238    9112.6641    9080.1768    9412.9658
    377.6000   10057.9443   11783.9746    9119.5068    9082.2305    9416.2676
    377.7000   10050.9873   11795.6826    9118.4072    9083.5020    9426.0518
    377.8000   10047.9287   11816.0762    9120.6680    9075.0000    9437.2354
    377.9000   10046.0830   11815.4141    9118.1172    9072.0176    9451.5322
    378.0000   10030.8301   11816.3232    9120.5752    9079.8096    9462.2500
    378.1000   10029.8613   11819.6338    9125.9551    9081.9990    9464.8135
    378.2000   10036.0986   11835.1230    9128.1670    9093.1982    9463.5137
    378.3000   10055.3936   11840.5088    9123.2100    9102.8350    9456.0723
    378.4000   10058.7080   11844.4414    9120.9883    9100.9980    9473.8115
    378.5000   10063.2676   11841.4600    9120.8203    9102.1426    9473.7861
    378.6000   10075.9199   11847.5137    9126.8857    9098.3398    9474.9619
    378.7000   10077.1992   11845.2178    9141.4795    9098.8857    9472.8555
    378.8000   10082.3623   11858.2686    9144.6650    9108.9990    9475.3340
    378.9000   10085.3838   11872.2637    9144.7119    9120.6318    9478.4521
    379.0000   10078.7764   11881.2207    9156.9541    9130.8545    9480.8613
    379.1000   10083.8389   11895.3311    9162.7314    9148.3652    9471.3389
    379.2000   10098.3984   11893.3330    9168.9854    9164.5576    9471.3799
    379.3000   10103.1250   11903.3174    9173.6123    9185.7695    9470.5977
    379.4000   10104.0371   11905.8018    9182.2061    9196.3350    9471.9424
    379.5000   10110.2568   11884.3916    9200.7178    9203.4414    9468.3213
    379.6000   10114.3887   11884.7949    9201.6738    9200.2051    9468.7881
    379.7000   10120.2314   11897.2891    9203.6182    9196.7207    9468.1514
    379.8000   10123.7021   11889.7422    9197.8760    9197.9980    9460.5508
    379.9000   10119.1387   11892.5234    9187.3145    9198.0420    9459.4062
    380.0000   10122.7520   11899.7461    9180.9248    9194.1172    9460.4756
    380.1000   10116.6738   11907.3584    9170.3711    9198.1465    9466.6455
    380.2000   10119.1738   11915.7334    9162.9229    9197.3594    9472.2666
    380.3000   10111.5625   11921.9863    9159.0117    9194.6426    9493.8418
    380.4000   10112.9922   11936.2441    9166.2666    9204.1270    9511.2676
    380.5000   10112.6230   11946.2734    9166.9951    9210.0547    9508.6699
    380.6000   10123.5830   11938.1367    9174.0010    9214.3857    9515.8350
    380.7000   10120.8545   11935.5273    9185.5068    9215.1943    9529.3438
    380.8000   10124.5068   11945.7891    9196.1514    9213.2686    9537.1201
    380.9000   10134.8213   11956.3477    9204.2480    9216.9092    9530.1924
    381.0000   10146.2920   11974.0137    9203.6543    9208.8838    9530.6113
    381.1000   10155.2510   11971.9121    9210.0137    9206.4219    9524.1074
    381.2000   10153.5742   11971.4736    9217.9014    9206.7861    9521.8262
    381.3000   10167.9062   11981.2705    9218.2617    9211.7148    9508.1797
    381.4000   10177.3291   11984.1787    9219.1797    9205.7627    9516.1445
    381.5000   10175.4004   11993.1582    9228.0244    9204.6113    9510.0674
    381.6000   10176.7539   11988.1934    9242.0869    9202.6680    9487.6602
    381.7000   10171.5801   11988.6338    9248.0459    9190.2197    9485.2158
    381.8000   10176.2266   11991.5742    9239.7588    9194.7334    9489.5107
    381.9000   10185.1992   12001.4619    9249.2881    9205.8828    9480.4941
    382.0000   10183.6201   11996.8730    9257.7744    9209.0869    9488.9375
    382.1000   10204.3291   12002.7100    9267.0752    9211.6270    9497.5010
    382.2000   10209.3516   12009.2520    9272.7822    9204.5889    9501.0947
    382.3000   10203.4951   12007.8242    9279.1748    9204.9766    9504.0684
    382.4000   10201.7432   12008.4912    9274.2139    9204.2002    9497.6895
    382.5000   10192.6543   11999.3994    9281.7178    9215.6016    9493.0820
    382.6000   10195.9316   12003.9961    9289.2119    9206.3008    9478.8447
    382.7000   10190.5303   12014.5996    9278.1738    9202.0127    9466.6396
    382.8000   10180.9980   12016.9443    9282.4082    9198.4600    9454.5303
    382.9000   10178.4492   12014.0684    9286.5508    9199.5986    9451.5498
    383.0000   10180.4395   12017.0693    9284.8936    9198.4395    9448.1328
    383.1000   10197.3242   12016.2451    9287.3574    9186.7793    9467.0820
    383.2000   10207.7363   12012.2803    9297.3525    9187.8789    9473.6338
    383.3000   10210.8330   12020.6201    9304.9980    9192.1055    9473.2451
    383.4000   10210.5146   12035.2881    9313.4580    9190.0508    9468.6631
    383.5000   10218.6172   12042.8936    9315.8193    9185.4980    9466.4668
    383.6000   10214.1689   12045.2627    9324.1885    9181.0586    9470.5254
    383.7000   10213.9727   12047.5186    9340.9424    9175.6260    9479.6729
    383.8000   10210.1699   12044.6113    9354.9199    9182.8086    9479.5537
    383.9000   10212.3838   12032.2012    9372.8506    9177.3037    9486.7383
    384.0000   10209.8984   12028.6104    9371.8115    9173.4141    9501.5361
    384.1000   10216.8984   12031.6631    9367.4834    9189.0684    9494.5205
    384.2000   10215.6006   12043.6367    9365.3750    9206.1436    9501.9131
    384.3000   10218.2725   12052.9727    9373.5986    9205.9600    9505.7422
    384.4000   10219.8867   12051.2520    9382.3701    9217.9512    9508.2539
    384.5000   10218.0898   12058.5605    9394.0615    9230.0928    9509.1084
    384.6000   10226.4287   12060.6123    9406.7031    9237.7041    9529.4199
    384.7000   10208.0742   12056.2412    9417.2305    9240.4971    9543.5820
    384.8000   10193.9102   12060.7520    9414.7236    9250.0850    9554.6045
